Date,Price,Open,High,Low,Vol.,Change %
2022-09-16,"7,236.68","7,282.07","7,297.10","7,236.17",2140000000.0000002,-0.62%
2022-09-15,"7,282.07","7,277.30","7,329.00","7,258.67",843740000.0,0.07%
2022-09-14,"7,277.30","7,385.86","7,385.86","7,259.24",1020000000.0,-1.47%
2022-09-13,"7,385.86","7,473.03","7,514.04","7,385.86",712020000.0,-1.17%
2022-09-12,"7,473.03","7,351.07","7,483.00","7,351.07",901660000.0,1.66%
2022-09-09,"7,351.07","7,262.06","7,386.59","7,262.06",703940000.0,1.23%
2022-09-08,"7,262.06","7,237.83","7,273.01","7,175.75",658610000.0,0.33%
2022-09-07,"7,237.83","7,300.44","7,300.44","7,186.56",1170000000.0,-0.86%
2022-09-06,"7,300.44","7,287.43","7,324.19","7,256.51",833650000.0,0.18%
2022-09-05,"7,287.43","7,281.19","7,288.46","7,191.17",670760000.0,0.09%
2022-09-02,"7,281.19","7,148.50","7,288.72","7,148.50",820840000.0,1.86%
2022-09-01,"7,148.50","7,284.15","7,284.15","7,131.69",739220000.0,-1.86%
2022-08-31,"7,284.15","7,361.63","7,378.44","7,263.62",1150000000.0,-1.05%
2022-08-30,"7,361.63","7,427.31","7,486.40","7,351.12",1120000000.0,-0.88%
2022-08-29,"7,427.31","7,479.74","7,530.65","7,422.02",627200000.0,-0.70%
2022-08-26,"7,427.31","7,479.74","7,530.65","7,422.02",627200000.0,-0.70%
2022-08-25,"7,479.74","7,471.51","7,535.70","7,469.17",438290000.0,0.11%
2022-08-24,"7,471.51","7,488.11","7,488.12","7,410.40",579000000.0,-0.22%
2022-08-23,"7,488.11","7,533.79","7,533.79","7,467.56",672510000.0,-0.61%
2022-08-22,"7,533.79","7,550.37","7,550.41","7,491.26",575330000.0,-0.22%
2022-08-19,"7,550.37","7,541.85","7,578.85","7,513.26",698780000.0,0.11%
2022-08-18,"7,541.85","7,515.75","7,541.89","7,493.66",590650000.0,0.35%
2022-08-17,"7,515.75","7,536.06","7,554.04","7,501.54",505660000.0,-0.27%
2022-08-16,"7,536.06","7,509.15","7,563.67","7,509.15",513900000.0,0.36%
2022-08-15,"7,509.15","7,500.89","7,539.21","7,463.51",460480000.0,0.11%
2022-08-12,"7,500.89","7,465.91","7,516.83","7,464.12",497630000.0,0.47%
2022-08-11,"7,465.91","7,507.11","7,515.00","7,460.11",629900000.0,-0.55%
2022-08-10,"7,507.11","7,488.15","7,520.72","7,468.64",741050000.0,0.25%
2022-08-09,"7,488.15","7,482.37","7,504.64","7,475.04",648380000.0,0.08%
2022-08-08,"7,482.37","7,439.74","7,513.76","7,439.74",626010000.0,0.57%
2022-08-05,"7,439.74","7,448.06","7,470.63","7,420.16",598720000.0,-0.11%
2022-08-04,"7,448.06","7,445.68","7,491.74","7,417.49",856620000.0,0.03%
2022-08-03,"7,445.68","7,409.11","7,445.90","7,372.71",878400000.0,0.49%
2022-08-02,"7,409.11","7,413.42","7,433.34","7,386.76",622640000.0,-0.06%
2022-08-01,"7,413.42","7,446.01","7,471.87","7,408.94",551730000.0,-0.13%
2022-07-29,"7,423.43","7,345.25","7,441.20","7,345.25",883360000.0,1.06%
2022-07-28,"7,345.25","7,348.23","7,396.20","7,308.99",744540000.0,-0.04%
2022-07-27,"7,348.23","7,306.28","7,365.22","7,306.28",1190000000.0,0.57%
2022-07-26,"7,306.28","7,306.30","7,365.37","7,301.19",730910000.0,0.00%
2022-07-25,"7,306.30","7,276.37","7,309.65","7,242.90",711400000.0,0.41%
2022-07-22,"7,276.37","7,270.51","7,315.34","7,254.02",606880000.0,0.08%
2022-07-21,"7,270.51","7,264.31","7,274.73","7,200.14",797900000.0,0.09%
2022-07-20,"7,264.31","7,296.28","7,347.60","7,253.56",1060000000.0,-0.44%
2022-07-19,"7,296.28","7,223.24","7,308.99","7,174.40",665790000.0,1.01%
2022-07-18,"7,223.24","7,159.01","7,268.88","7,159.01",668120000.0,0.90%
2022-07-15,"7,159.01","7,039.81","7,167.85","7,038.15",782830000.0,1.69%
2022-07-14,"7,039.81","7,156.37","7,157.62","7,007.09",848220000.0,-1.63%
2022-07-13,"7,156.37","7,209.86","7,209.86","7,104.06",805870000.0,-0.74%
2022-07-12,"7,209.86","7,196.59","7,216.90","7,143.31",851980000.0,0.18%
2022-07-11,"7,196.59","7,196.24","7,204.06","7,097.42",674300000.0,0.00%
2022-07-08,"7,196.24","7,189.08","7,210.58","7,129.15",604180000.0,0.10%
2022-07-07,"7,189.08","7,107.77","7,213.05","7,107.77",1090000000.0,1.14%
2022-07-06,"7,107.77","7,025.47","7,198.72","7,025.35",929870000.0,1.17%
2022-07-05,"7,025.47","7,232.65","7,260.30","7,016.78",1100000000.0,-2.86%
2022-07-04,"7,232.65","7,168.65","7,258.46","7,168.65",416520000.0,0.89%
2022-07-01,"7,168.65","7,169.28","7,214.82","7,101.38",676870000.0,-0.01%
2022-06-30,"7,169.28","7,312.32","7,312.32","7,110.70",903280000.0,-1.96%
2022-06-29,"7,312.32","7,323.41","7,345.45","7,263.54",717600000.0,-0.15%
2022-06-28,"7,323.41","7,258.32","7,362.37","7,258.32",735140000.0,0.90%
2022-06-27,"7,258.32","7,208.81","7,284.48","7,208.52",801390000.0,0.69%
2022-06-24,"7,208.81","7,020.45","7,211.07","7,016.02",771050000.0,2.68%
2022-06-23,"7,020.45","7,089.22","7,115.80","7,014.19",763770000.0,-0.97%
2022-06-22,"7,089.22","7,152.05","7,152.05","7,030.03",1200000000.0,-0.88%
2022-06-21,"7,152.05","7,121.81","7,193.90","7,119.25",580240000.0,0.42%
2022-06-20,"7,121.81","7,016.25","7,129.64","7,016.15",666460000.0,1.50%
2022-06-17,"7,016.25","7,044.98","7,130.62","6,998.17",1900000000.0,-0.41%
2022-06-16,"7,044.98","7,273.41","7,273.41","7,039.47",1140000000.0,-3.14%
2022-06-15,"7,273.41","7,187.46","7,313.70","7,186.50",1090000000.0,1.20%
2022-06-14,"7,187.46","7,205.81","7,271.85","7,135.15",864700000.0,-0.25%
2022-06-13,"7,205.81","7,317.52","7,317.52","7,174.02",979940000.0,-1.53%
2022-06-10,"7,317.52","7,476.21","7,476.21","7,294.20",911370000.0,-2.12%
2022-06-09,"7,476.21","7,593.00","7,593.00","7,472.29",771940000.0,-1.54%
2022-06-08,"7,593.00","7,598.93","7,616.22","7,550.65",776340000.0,-0.08%
2022-06-07,"7,598.93","7,608.22","7,617.53","7,570.67",750100000.0,-0.12%
2022-06-06,"7,608.22","7,532.95","7,646.66","7,532.84",694540000.0,1.00%
2022-06-03,"7,532.95","7,607.66","7,639.21","7,529.23",728800000.0,-0.98%
2022-06-02,"7,532.95","7,607.66","7,639.21","7,529.23",728800000.0,-0.98%
2022-06-01,"7,532.95","7,607.66","7,639.21","7,529.23",728800000.0,-0.98%
2022-05-31,"7,607.66","7,600.06","7,648.26","7,591.84",1620000000.0,0.10%
2022-05-30,"7,600.06","7,585.46","7,625.63","7,576.37",1010000000.0,0.19%
2022-05-27,"7,585.46","7,564.92","7,597.64","7,542.78",705200000.0,0.27%
2022-05-26,"7,564.92","7,522.75","7,575.53","7,512.45",709530000.0,0.56%
2022-05-25,"7,522.75","7,484.35","7,546.41","7,484.35",896380000.0,0.51%
2022-05-24,"7,484.35","7,513.44","7,529.65","7,434.46",1110000000.0,-0.39%
2022-05-23,"7,513.44","7,389.98","7,513.44","7,389.98",805450000.0,1.67%
2022-05-20,"7,389.98","7,302.74","7,453.49","7,302.74",789830000.0,1.19%
2022-05-19,"7,302.74","7,438.09","7,438.09","7,228.67",1040000000.0,-1.82%
2022-05-18,"7,438.09","7,518.35","7,526.14","7,438.09",829890000.0,-1.07%
2022-05-17,"7,518.35","7,464.80","7,538.68","7,464.80",811230000.0,0.72%
2022-05-16,"7,464.80","7,418.15","7,464.80","7,361.72",814210000.0,0.63%
2022-05-13,"7,418.15","7,233.34","7,421.95","7,233.34",871810000.0,2.55%
2022-05-12,"7,233.34","7,347.66","7,347.66","7,158.53",964330000.0,-1.56%
2022-05-11,"7,347.66","7,243.22","7,349.70","7,238.97",1170000000.0,1.44%
2022-05-10,"7,243.22","7,216.58","7,311.65","7,216.58",919890000.0,0.37%
2022-05-09,"7,216.58","7,387.94","7,391.59","7,216.58",795910000.0,-2.32%
2022-05-06,"7,387.94","7,503.27","7,503.27","7,354.06",1090000000.0,-1.54%
2022-05-05,"7,503.27","7,493.45","7,619.39","7,493.45",930900000.0,0.13%
2022-05-04,"7,493.45","7,561.33","7,572.65","7,493.45",686240000.0,-0.90%
2022-05-03,"7,561.33","7,544.55","7,561.33","7,475.69",1340000000.0,0.22%
2022-05-02,"7,544.55","7,509.19","7,569.80","7,509.19",980480000.0,0.47%
2022-04-29,"7,544.55","7,509.19","7,569.80","7,509.19",980480000.0,0.47%
2022-04-28,"7,509.19","7,425.61","7,519.70","7,425.61",911150000.0,1.13%
2022-04-27,"7,425.61","7,386.19","7,458.24","7,344.89",958200000.0,0.53%
2022-04-26,"7,386.19","7,380.54","7,463.15","7,380.54",847400000.0,0.08%
2022-04-25,"7,380.54","7,521.68","7,521.68","7,339.53",739450000.0,-1.88%
2022-04-22,"7,521.68","7,627.95","7,628.03","7,521.68",694600000.0,-1.39%
2022-04-21,"7,627.95","7,629.22","7,656.47","7,596.29",763260000.0,-0.02%
2022-04-20,"7,629.22","7,601.28","7,637.87","7,590.62",1180000000.0,0.37%
2022-04-19,"7,601.28","7,616.38","7,624.90","7,565.81",846780000.0,-0.20%
2022-04-18,"7,616.38","7,580.80","7,622.41","7,551.39",1010000000.0,0.47%
2022-04-15,"7,616.38","7,580.80","7,622.41","7,551.39",1010000000.0,0.47%
2022-04-14,"7,616.38","7,580.80","7,622.41","7,551.39",1010000000.0,0.47%
2022-04-13,"7,580.80","7,576.66","7,597.85","7,550.94",742670000.0,0.05%
2022-04-12,"7,576.66","7,618.31","7,618.31","7,543.03",772400000.0,-0.55%
2022-04-11,"7,618.31","7,669.56","7,669.56","7,611.68",751360000.0,-0.67%
2022-04-08,"7,669.56","7,551.81","7,669.56","7,551.81",919250000.0,1.56%
2022-04-07,"7,551.81","7,587.70","7,601.52","7,537.25",1150000000.0,-0.47%
2022-04-06,"7,587.70","7,613.72","7,614.13","7,536.20",1100000000.0,-0.34%
2022-04-05,"7,613.72","7,558.92","7,613.72","7,536.21",1210000000.0,0.72%
2022-04-04,"7,558.92","7,537.90","7,574.33","7,532.23",837400000.0,0.28%
2022-04-01,"7,537.90","7,515.68","7,552.46","7,508.92",811320000.0,0.30%
2022-03-31,"7,515.68","7,578.75","7,595.42","7,515.68",925360000.0,-0.83%
2022-03-30,"7,578.75","7,537.25","7,578.75","7,523.82",996860000.0,0.55%
2022-03-29,"7,537.25","7,473.14","7,584.11","7,473.14",1170000000.0,0.86%
2022-03-28,"7,473.14","7,483.35","7,539.30","7,471.47",763980000.0,-0.14%
2022-03-25,"7,483.35","7,467.38","7,502.67","7,441.28",866850000.0,0.21%
2022-03-24,"7,467.38","7,460.63","7,492.00","7,453.25",701680000.0,0.09%
2022-03-23,"7,460.63","7,476.72","7,521.14","7,459.36",857900000.0,-0.22%
2022-03-22,"7,476.72","7,442.39","7,490.46","7,442.39",1030000000.0,0.46%
2022-03-21,"7,442.39","7,404.73","7,464.95","7,402.60",798500000.0,0.51%
2022-03-18,"7,404.73","7,385.34","7,406.13","7,318.90",2270000000.0,0.26%
2022-03-17,"7,385.34","7,291.68","7,385.34","7,260.51",1090000000.0,1.28%
2022-03-16,"7,291.68","7,175.70","7,312.23","7,175.70",1910000000.0,1.62%
2022-03-15,"7,175.70","7,193.47","7,193.47","7,075.82",870280000.0,-0.25%
2022-03-14,"7,193.47","7,155.64","7,222.87","7,143.95",915520000.0,0.53%
2022-03-11,"7,155.64","7,099.09","7,260.40","7,099.03",973200000.0,0.80%
2022-03-10,"7,099.09","7,190.72","7,192.75","7,065.96",1140000000.0,-1.27%
2022-03-09,"7,190.72","6,964.11","7,190.72","6,964.11",1240000000.0,3.25%
2022-03-08,"6,964.11","6,959.48","7,013.51","6,893.55",1440000000.0,0.07%
2022-03-07,"6,959.48","6,987.14","7,030.74","6,787.98",2109999999.9999998,-0.40%
2022-03-04,"6,987.14","7,238.85","7,238.85","6,980.86",1560000000.0,-3.48%
2022-03-03,"7,238.85","7,429.56","7,468.83","7,231.51",1230000000.0,-2.57%
2022-03-02,"7,429.56","7,330.20","7,462.22","7,320.77",1330000000.0,1.36%
2022-03-01,"7,330.20","7,458.25","7,499.33","7,327.79",1340000000.0,-1.72%
2022-02-28,"7,458.25","7,489.46","7,489.46","7,361.59",1580000000.0,-0.42%
2022-02-25,"7,489.46","7,207.38","7,497.94","7,207.38",1370000000.0,3.91%
2022-02-24,"7,207.38","7,498.18","7,498.18","7,204.74",1950000000.0,-3.88%
2022-02-23,"7,498.18","7,494.21","7,549.98","7,490.54",862650000.0,0.05%
2022-02-22,"7,494.21","7,484.33","7,531.32","7,365.04",1020000000.0,0.13%
2022-02-21,"7,484.33","7,513.62","7,571.07","7,446.43",622640000.0,-0.39%
2022-02-18,"7,513.62","7,537.37","7,570.56","7,508.73",768990000.0,-0.32%
2022-02-17,"7,537.37","7,603.78","7,607.24","7,499.86",776930000.0,-0.87%
2022-02-16,"7,603.78","7,608.92","7,630.72","7,560.94",1130000000.0,-0.07%
2022-02-15,"7,608.92","7,531.59","7,608.92","7,513.16",808110000.0,1.03%
2022-02-14,"7,531.59","7,661.02","7,661.02","7,483.36",925230000.0,-1.69%
2022-02-11,"7,661.02","7,672.40","7,672.40","7,596.11",909140000.0,-0.15%
2022-02-10,"7,672.40","7,643.42","7,687.27","7,622.74",831340000.0,0.38%
2022-02-09,"7,643.42","7,567.07","7,657.93","7,567.07",992000000.0,1.01%
2022-02-08,"7,567.07","7,573.47","7,631.31","7,548.19",804060000.0,-0.08%
2022-02-07,"7,573.47","7,516.40","7,591.65","7,508.48",1070000000.0000001,0.76%
2022-02-04,"7,516.40","7,528.84","7,599.73","7,497.21",883700000.0,-0.17%
2022-02-03,"7,528.84","7,583.00","7,605.75","7,528.69",911770000.0,-0.71%
2022-02-02,"7,583.00","7,535.78","7,605.64","7,535.78",719790000.0,0.63%
2022-02-01,"7,535.78","7,464.37","7,549.29","7,463.01",746040000.0,0.96%
2022-01-31,"7,464.37","7,466.07","7,523.95","7,450.89",760520000.0,-0.02%
2022-01-28,"7,466.07","7,554.31","7,554.31","7,420.20",1530000000.0,-1.17%
2022-01-27,"7,554.31","7,469.78","7,596.70","7,388.80",1010000000.0,1.13%
2022-01-26,"7,469.78","7,371.46","7,525.58","7,371.46",783180000.0,1.33%
2022-01-25,"7,371.46","7,297.15","7,382.60","7,297.15",851980000.0,1.02%
2022-01-24,"7,297.15","7,494.13","7,494.13","7,283.38",1290000000.0,-2.63%
2022-01-21,"7,494.13","7,585.01","7,585.01","7,450.49",818940000.0,-1.20%
2022-01-20,"7,585.01","7,589.66","7,619.01","7,549.87",777760000.0,-0.06%
2022-01-19,"7,589.66","7,563.55","7,614.93","7,525.15",864600000.0,0.35%
2022-01-18,"7,563.55","7,611.23","7,613.05","7,531.96",953230000.0,-0.63%
2022-01-17,"7,611.23","7,542.95","7,616.06","7,542.95",791220000.0,0.91%
2022-01-14,"7,542.95","7,563.85","7,568.16","7,523.02",790080000.0,-0.28%
2022-01-13,"7,563.85","7,551.72","7,566.46","7,530.12",776330000.0,0.16%
2022-01-12,"7,551.72","7,491.37","7,564.20","7,491.37",872400000.0,0.81%
2022-01-11,"7,491.37","7,445.25","7,497.12","7,445.25",725790000.0,0.62%
2022-01-10,"7,445.25","7,485.28","7,496.12","7,422.94",1050000000.0,-0.53%
2022-01-07,"7,485.28","7,450.37","7,485.28","7,431.86",705190000.0,0.47%
2022-01-06,"7,450.37","7,516.87","7,516.87","7,419.95",843730000.0,-0.88%
2022-01-05,"7,516.87","7,505.15","7,529.97","7,484.28",707510000.0,0.16%
2022-01-04,"7,505.15","7,384.54","7,520.79","7,384.54",934180000.0,1.63%
2022-01-03,"7,384.54","7,403.01","7,403.01","7,357.10",179340000.0,-0.25%
2021-12-31,"7,384.54","7,403.01","7,403.01","7,357.10",179340000.0,-0.25%
2021-12-30,"7,403.01","7,420.69","7,433.39","7,403.01",266399999.99999997,-0.24%
2021-12-29,"7,420.69","7,372.10","7,457.14","7,372.10",445970000.0,0.66%
2021-12-28,"7,372.10","7,373.34","7,403.65","7,368.83",126010000.0,-0.02%
2021-12-27,"7,372.10","7,373.34","7,403.65","7,368.83",126010000.0,-0.02%
2021-12-24,"7,372.10","7,373.34","7,403.65","7,368.83",126010000.0,-0.02%
2021-12-23,"7,373.34","7,341.66","7,385.42","7,331.05",422350000.0,0.43%
2021-12-22,"7,341.66","7,297.41","7,341.66","7,273.45",514770000.0,0.61%
2021-12-21,"7,297.41","7,198.03","7,297.41","7,198.03",683670000.0,1.38%
2021-12-20,"7,198.03","7,269.92","7,269.92","7,101.04",925050000.0,-0.99%
2021-12-17,"7,269.92","7,260.61","7,286.50","7,236.17",1400000000.0,0.13%
2021-12-16,"7,260.61","7,170.75","7,273.34","7,170.75",1040000000.0,1.25%
2021-12-15,"7,170.75","7,218.64","7,224.85","7,166.83",720990000.0,-0.66%
2021-12-14,"7,218.64","7,231.44","7,284.47","7,218.64",662210000.0,-0.18%
2021-12-13,"7,231.44","7,291.78","7,309.23","7,226.63",1170000000.0,-0.83%
2021-12-10,"7,291.78","7,321.26","7,331.58","7,284.82",533840000.00000006,-0.40%
2021-12-09,"7,321.26","7,337.05","7,366.10","7,302.96",615190000.0,-0.22%
2021-12-08,"7,337.05","7,339.90","7,378.92","7,333.56",775600000.0,-0.04%
2021-12-07,"7,339.90","7,232.28","7,344.69","7,232.28",783610000.0,1.49%
2021-12-06,"7,232.28","7,122.32","7,246.25","7,122.32",637270000.0,1.54%
2021-12-03,"7,122.32","7,129.21","7,196.05","7,105.29",867110000.0,-0.10%
2021-12-02,"7,129.21","7,168.68","7,168.68","7,083.21",723060000.0,-0.55%
2021-12-01,"7,168.68","7,059.45","7,182.01","7,059.35",776700000.0,1.55%
2021-11-30,"7,059.45","7,109.95","7,109.95","6,989.66",1400000000.0,-0.71%
2021-11-29,"7,109.95","7,044.03","7,161.91","7,044.03",945040000.0,0.94%
2021-11-26,"7,044.03","7,310.37","7,310.37","7,042.12",1660000000.0,-3.64%
2021-11-25,"7,310.37","7,286.32","7,311.94","7,286.32",472100000.0,0.33%
2021-11-24,"7,286.32","7,266.69","7,307.89","7,245.98",610560000.0,0.27%
2021-11-23,"7,266.69","7,255.46","7,293.07","7,204.37",624610000.0,0.15%
2021-11-22,"7,255.46","7,223.57","7,272.63","7,207.81",638190000.0,0.44%
2021-11-19,"7,223.57","7,255.96","7,289.51","7,198.76",1140000000.0,-0.45%
2021-11-18,"7,255.96","7,291.20","7,291.26","7,241.99",582170000.0,-0.48%
2021-11-17,"7,291.20","7,326.97","7,326.97","7,289.98",974730000.0,-0.49%
2021-11-16,"7,326.97","7,351.86","7,368.25","7,324.13",798260000.0,-0.34%
2021-11-15,"7,351.86","7,347.91","7,363.48","7,324.11",603830000.0,0.05%
2021-11-12,"7,347.91","7,384.18","7,402.68","7,340.49",730840000.0,-0.49%
2021-11-11,"7,384.18","7,340.15","7,394.41","7,329.68",672660000.0,0.60%
2021-11-10,"7,340.15","7,274.04","7,340.15","7,270.11",864170000.0,0.91%
2021-11-09,"7,274.04","7,300.40","7,314.13","7,268.79",780380000.0,-0.36%
2021-11-08,"7,300.40","7,303.96","7,316.54","7,293.50",617440000.0,-0.05%
2021-11-05,"7,303.96","7,279.91","7,331.25","7,270.03",751640000.0,0.33%
2021-11-04,"7,279.91","7,248.89","7,292.96","7,247.59",983130000.0,0.43%
2021-11-03,"7,248.89","7,274.81","7,277.64","7,235.32",729030000.0,-0.36%
2021-11-02,"7,274.81","7,288.62","7,288.62","7,240.02",787960000.0,-0.19%
2021-11-01,"7,288.62","7,237.57","7,303.39","7,237.57",643730000.0,0.71%
2021-10-29,"7,237.57","7,249.47","7,249.47","7,192.05",874750000.0,-0.16%
2021-10-28,"7,249.47","7,253.27","7,257.85","7,219.71",676360000.0,-0.05%
2021-10-27,"7,253.27","7,277.62","7,280.45","7,247.25",606500000.0,-0.33%
2021-10-26,"7,277.62","7,222.82","7,281.17","7,222.82",670410000.0,0.76%
2021-10-25,"7,222.82","7,204.55","7,247.53","7,204.55",590620000.0,0.25%
2021-10-22,"7,204.55","7,190.30","7,235.19","7,190.30",482740000.0,0.20%
2021-10-21,"7,190.30","7,223.10","7,227.06","7,181.70",615500000.0,-0.45%
2021-10-20,"7,223.10","7,217.53","7,229.26","7,199.29",624840000.0,0.08%
2021-10-19,"7,217.53","7,203.83","7,223.29","7,189.50",677320000.0,0.19%
2021-10-18,"7,203.83","7,234.03","7,234.03","7,180.20",580840000.0,-0.42%
2021-10-15,"7,234.03","7,207.71","7,243.85","7,206.26",812230000.0,0.37%
2021-10-14,"7,207.71","7,141.82","7,216.15","7,141.82",785960000.0,0.92%
2021-10-13,"7,141.82","7,130.23","7,152.87","7,087.93",1040000000.0,0.16%
2021-10-12,"7,130.23","7,146.85","7,146.85","7,063.43",815610000.0,-0.23%
2021-10-11,"7,146.85","7,095.55","7,146.85","7,085.85",709510000.0,0.72%
2021-10-08,"7,095.55","7,078.04","7,109.34","7,070.53",704100000.0,0.25%
2021-10-07,"7,078.04","6,995.87","7,094.93","6,995.87",709620000.0,1.17%
2021-10-06,"6,995.87","7,077.10","7,077.10","6,945.50",939500000.0,-1.15%
2021-10-05,"7,077.10","7,011.01","7,084.52","7,011.01",824590000.0,0.94%
2021-10-04,"7,011.01","7,027.07","7,072.48","7,002.72",792850000.0,-0.23%
2021-10-01,"7,027.07","7,086.42","7,086.42","6,989.64",815420000.0,-0.84%
2021-09-30,"7,086.42","7,108.16","7,159.61","7,072.57",867450000.0,-0.31%
2021-09-29,"7,108.16","7,028.10","7,117.52","7,026.85",810520000.0,1.14%
2021-09-28,"7,028.10","7,063.40","7,071.36","7,015.58",818880000.0,-0.50%
2021-09-27,"7,063.40","7,051.48","7,122.09","7,043.21",900050000.0,0.17%
2021-09-24,"7,051.48","7,078.35","7,080.23","7,041.34",817650000.0,-0.38%
2021-09-23,"7,078.35","7,083.37","7,131.43","7,070.68",731210000.0,-0.07%
2021-09-22,"7,083.37","6,980.98","7,090.48","6,980.98",623000000.0,1.47%
2021-09-21,"6,980.98","6,903.91","7,004.88","6,903.91",811460000.0,1.12%
2021-09-20,"6,903.91","6,963.64","6,963.64","6,828.28",905910000.0,-0.86%
2021-09-17,"6,963.64","7,027.48","7,092.69","6,941.69",1630000000.0,-0.91%
2021-09-16,"7,027.48","7,016.49","7,058.99","7,016.32",667610000.0,0.16%
2021-09-15,"7,016.49","7,034.06","7,047.27","7,016.49",772560000.0,-0.25%
2021-09-14,"7,034.06","7,068.43","7,068.45","7,020.10",677350000.0,-0.49%
2021-09-13,"7,068.43","7,029.20","7,090.81","7,029.20",545720000.0,0.56%
2021-09-10,"7,029.20","7,024.21","7,055.22","7,014.42",492660000.0,0.07%
2021-09-09,"7,024.21","7,095.53","7,095.53","6,998.62",695390000.0,-1.01%
2021-09-08,"7,095.53","7,149.37","7,149.37","7,061.13",567990000.0,-0.75%
2021-09-07,"7,149.37","7,187.18","7,187.18","7,147.94",466820000.0,-0.53%
2021-09-06,"7,187.18","7,138.35","7,195.62","7,138.35",300460000.0,0.68%
2021-09-03,"7,138.35","7,163.90","7,182.23","7,123.87",499090000.0,-0.36%
2021-09-02,"7,163.90","7,149.84","7,168.78","7,129.71",536010000.0,0.20%
2021-09-01,"7,149.84","7,119.70","7,187.34","7,119.70",522900000.0,0.42%
2021-08-31,"7,119.70","7,148.01","7,160.49","7,092.03",1000000000.0,-0.40%
2021-08-30,"7,148.01","7,124.98","7,157.60","7,108.53",425080000.0,0.32%
2021-08-27,"7,148.01","7,124.98","7,157.60","7,108.53",425080000.0,0.32%
2021-08-26,"7,124.98","7,150.12","7,150.12","7,095.43",391710000.0,-0.35%
2021-08-25,"7,150.12","7,125.78","7,151.75","7,121.29",510480000.0,0.34%
2021-08-24,"7,125.78","7,109.02","7,129.66","7,076.06",582750000.0,0.24%
2021-08-23,"7,109.02","7,087.90","7,147.80","7,087.90",493200000.0,0.30%
2021-08-20,"7,087.90","7,058.86","7,095.61","7,032.45",549550000.0,0.41%
2021-08-19,"7,058.86","7,169.32","7,169.32","6,993.06",602760000.0,-1.54%
2021-08-18,"7,169.32","7,181.11","7,198.79","7,143.55",792000000.0,-0.16%
2021-08-17,"7,181.11","7,153.98","7,188.55","7,118.67",573600000.0,0.38%
2021-08-16,"7,153.98","7,218.71","7,218.71","7,117.78",522260000.0,-0.90%
2021-08-13,"7,218.71","7,193.23","7,224.46","7,193.13",501180000.0,0.35%
2021-08-12,"7,193.23","7,220.14","7,220.70","7,182.92",574940000.0,-0.37%
2021-08-11,"7,220.14","7,161.04","7,220.14","7,157.74",536440000.00000006,0.83%
2021-08-10,"7,161.04","7,132.30","7,166.67","7,115.87",559140000.0,0.40%
2021-08-09,"7,132.30","7,122.95","7,138.80","7,089.74",525140000.0,0.13%
2021-08-06,"7,122.95","7,120.43","7,135.39","7,103.71",677360000.0,0.04%
2021-08-05,"7,120.43","7,123.86","7,130.35","7,099.03",814800000.0,-0.05%
2021-08-04,"7,123.86","7,105.72","7,142.54","7,105.72",618710000.0,0.26%
2021-08-03,"7,105.72","7,081.72","7,119.19","7,074.32",613950000.0,0.34%
2021-08-02,"7,081.72","7,032.30","7,111.66","7,032.30",519679999.99999994,0.70%
2021-07-30,"7,032.30","7,078.42","7,078.42","6,996.93",674950000.0,-0.65%
2021-07-29,"7,078.42","7,016.63","7,093.93","7,008.65",789490000.0,0.88%
2021-07-28,"7,016.63","6,996.08","7,023.35","6,974.80",595320000.0,0.29%
2021-07-27,"6,996.08","7,025.43","7,028.37","6,929.64",515480000.0,-0.42%
2021-07-26,"7,025.43","7,027.58","7,038.65","6,980.67",524700000.00000006,-0.03%
2021-07-23,"7,027.58","6,968.30","7,033.27","6,968.30",461680000.0,0.85%
2021-07-22,"6,968.30","6,998.28","7,018.95","6,956.24",497510000.0,-0.43%
2021-07-21,"6,998.28","6,881.13","7,007.75","6,881.13",784900000.0,1.70%
2021-07-20,"6,881.13","6,844.39","6,929.89","6,827.26",941990000.0,0.54%
2021-07-19,"6,844.39","7,008.09","7,008.09","6,813.03",817240000.0,-2.34%
2021-07-16,"7,008.09","7,012.02","7,056.73","6,978.06",617560000.0,-0.06%
2021-07-15,"7,012.02","7,091.19","7,111.77","7,005.02",612970000.0,-1.12%
2021-07-14,"7,091.19","7,124.72","7,124.72","7,073.59",565380000.0,-0.47%
2021-07-13,"7,124.72","7,125.42","7,152.44","7,116.26",613840000.0,-0.01%
2021-07-12,"7,125.42","7,121.88","7,134.87","7,066.20",484700000.0,0.05%
2021-07-09,"7,121.88","7,030.66","7,121.88","7,030.22",577540000.0,1.30%
2021-07-08,"7,030.66","7,151.02","7,151.02","6,981.57",741080000.0,-1.68%
2021-07-07,"7,151.02","7,100.88","7,153.68","7,100.88",573300000.0,0.71%
2021-07-06,"7,100.88","7,164.91","7,170.60","7,075.73",635760000.0,-0.89%
2021-07-05,"7,164.91","7,123.27","7,168.03","7,111.51",384450000.0,0.58%
2021-07-02,"7,123.27","7,125.16","7,162.16","7,110.30",494810000.0,-0.03%
2021-07-01,"7,125.16","7,037.47","7,134.21","7,037.47",631270000.0,1.25%
2021-06-30,"7,037.47","7,087.55","7,100.71","7,010.57",659200000.0,-0.71%
2021-06-29,"7,087.55","7,072.97","7,120.77","7,071.86",516409999.99999994,0.21%
